filename,label
disgust/young-pretty-girl-feeling-disgusted-irritated-sticking-tongue-out-disliking-something-nasty-yucky_1194-370400.webp,1
disgust/closeup-portrait-funny-angry-young-260nw-181528742.webp,1
disgust/800px_COLOURBOX32269984.jpg,1
disgust/istockphoto-527660021-1024x1024.jpg,1
disgust/young-hispanic-man-wearing-casual-600w-1881057247.jpg,1
disgust/asual-sweater-and-glasses-standing-over-blue-background-disgusted-1782006449.jpg,1
disgust/360_F_599904585_w0VVb2DyTmYDxT3aukbFyMWsBhcb0BMx.jpg,1
disgust/pic15.jpg,1
disgust/depositphotos_390236786-stock-photo-young-beautiful-woman-wearing-casual.jpg,1
disgust/hispanic-mature-woman-standing-over-blue-background-disgusted-expression-displeased-fearful-doing-disgust-face-277253243.webp,1
disgust/stock-photo-man-disgusted-569418874.jpg,1
disgust/1000_F_156053211_NypiACrU86pLRceCFI9Sjk9znps74wTH.jpg,1
disgust/man-disgusted-260nw-527448697.webp,1
disgust/images (1).jfif,1
disgust/cwqgqtrnootvlzuo5n.jpg,1
disgust/pic1.jpg,1
disgust/displeased-young-pretty-girl-ashamed-biting-lip_176420-9384.webp,1
disgust/stock-photo-man-disgusted-530061022.jpg,1
disgust/disgusted-woman-negative-expression-her-face-disgusted-woman-negative-expression-her-face-isolated-white-136060951.webp,1
disgust/stock-photo-disgusted-woman-523909081.jpg,1
disgust/displeased-disappointed-young-woman-pointing-up_176420-22761.jpg,1
disgust/blonde-pretty-woman-feeling-terrified-shocked-with-mouth-wide-open-surprise_1194-277526.jpg,1
disgust/360_F_396679097_sjQOVWw6BjdFYONNeqnJsCAb6rBNN8Z5.jpg,1
disgust/cl7ws7z2bk56h1d1kt.jpg,1
disgust/istockphoto-1044676028-612x612.jpg,1
disgust/cmlzw7v76zskkuxg85.jpg,1
disgust/young-brazilian-woman-standing-over-260nw-2169918131.jpg,1
disgust/depositphotos_73137665-stock-photo-disgusted-woman.jpg,1
disgust/no-confused-young-asian-woman-260nw-1453531436.webp,1
disgust/cq38jnhwg7y15250lx.jpg,1
