filename,label
sad/close-up-shot-of-a-portrait-of-a-mid-adult-woman-crying-while-looking-at-camera-woman-in-pain.jpg,5
sad/baby-crying.jpg,5
sad/beautiful-blue-eyed-brunette-standing-by-textured-wall-looks-sad.jpg,5
sad/chinese-child-with-sad-expression.jpg,5
sad/close-up-portrait-of-a-young-hipster-man-with-unhappy-expression-posing-being-upset-to-hear.jpg,5
sad/burnout-working-age-mental-health.jpg,5
sad/depressed-woman-stretching-her-face-in-black-and-white.jpg,5
sad/children-kid-screaming-expression-on-white.jpg,5
sad/close-up-of-worried-woman-looking-away.jpg,5
sad/adult-hispanic-man-over-isolated-background-depressed-and-worry-for-distress-crying-angry-and.jpg,5
sad/a-middle-aged-women-who-is-concerned.jpg,5
sad/close-up-low-angle-view-of-sad-mature-adult-male-remembering-past-life-or-youthfulness.jpg,5
sad/ed1s0f0ggre8uf1zl0.jpg,5
sad/eguo51wlqklizivon4.jpg,5
sad/521977cb1cd849bed54b8a4a08e6d5274.jpg,5
sad/a-sad-afraid-woman-hiding-in-a-dark-closet-alone-at-home.jpg,5
sad/93fba7336de5490ba5be012b5adff3a4.jpg,5
sad/ebpsbjqzfhd7efh00i.jpg,5
sad/feeling-down.jpg,5
sad/close-up-photo-worried-senior-woman-mother-sitting-on-sofa-at-home-and-holding-phone-worries.jpg,5
sad/ew7m8bfr7dwtrcztca.jpg,5
sad/2d808f8478c2eb1c63605e3ffd961f5d2.jpg,5
sad/asian-man-showing-sad-expression-while-holding-money-from-inside-his-car.jpg,5
sad/close-up-of-teenager-with-depression-and-bulimia-standing-alone-in-grey-room-mental-problems.jpg,5
sad/concerned-serious-mature-woman.jpg,5
sad/close-up-of-senior-man-looking-serious.jpg,5
sad/baby-crying-at-lunch-time.jpg,5
sad/close-up-portrait-of-a-sad-elderly-african-american-woman-looking-at-the-camera.jpg,5
sad/efazjbxquvu5z89euq.jpg,5
sad/dea429e76ef19736c8cec8318c526e0a3.jpg,5
sad/a-tear-running-down-a-young-beautiful-woman-face-macro.jpg,5
sad/597159a536aec965e578ad1334b97965.jpg,5
sad/a4f25011c5f087aab3be44a6e63b74075.jpg,5
sad/a-refugee-homeless-child-standing-in-a-dark-room-with-sad-expression.jpg,5
sad/african-woman-sitting-on-couch-feels-unhappy-having-problems.jpg,5
sad/ea0yyaa78k8j3yvjb3.jpg,5
sad/crying-is-how-your-body-explains-the-pain-you-feel.jpg,5
sad/dc15452857038e9716e05cdb701e457f.jpg,5
sad/are-you-happy-with-the-life-youve-lived.jpg,5
sad/e21tabvvmz4ngj0vol.jpg,5
sad/monochrome-portrait-of-a-poor-teenager-girl-looking-up.jpg,5
sad/beautiful-man-looking-suprised-and-bewildered-isolated-on-blue.jpg,5
sad/african-woman-sitting-at-home-hands-on-face.jpg,5
sad/confident-man-in-red-hoodie.jpg,5
sad/beautiful-teenage-girl-sitting-on-the-floor-crying-family-problems-sexual-dysfunction.jpg,5
sad/concerned-mature-man.jpg,5
sad/a-portrait-of-a-sad-depressed-woman-black-and-white.jpg,5
sad/cute-little-crying-toddler-reaching-for-camera.jpg,5
sad/depression-lonely-and-thinking-senior-woman-in-a-nursing-home-with-mental-health-problem-idea.jpg,5
sad/crying-baby-sitting-on-the-ground.jpg,5
sad/00a79a525f8a099aa66bc032c5c285a44.jpg,5
sad/0a7c3c23f76218f763d6794e4db7eebc2.jpg,5
sad/beautiful-middle-age-woman-over-isolated-background-with-serious-expression-on-face-simple.jpg,5
sad/an-old-man-covering-his-face-with-his-hands-in-grief.jpg,5
sad/little-girl-facial-expressions.jpg,5
sad/concerned-senior-man.jpg,5
sad/close-up-portrait-of-serious-african-american-woman-with-braids-looking-pensive-at-camera.jpg,5
sad/cb1d46ca3ff9677a31995fde0593e8082.jpg,5
sad/bugged-young-man-in-city-street-at-night-night-out-portrait.jpg,5
sad/depressed-elderly-man-alone-in-the-dark.jpg,5
sad/ejobu0tpihrjoe859u.jpg,5
sad/close-up-face-of-beautiful-woman.jpg,5
sad/a4f25011c5f087aab3be44a6e63b74078.jpg,5
sad/eid7047n4yxq75eqlx.jpg,5
sad/atopic-skin-concept-worried-young-woman-looking-at-mirror-and-touching-face.jpg,5
sad/a-man-portrait-of-interesting-facial-expression.jpg,5
sad/crying-woman.jpg,5
sad/close-up-portrait-of-crying-young-woman.jpg,5
sad/a-young-asian-woman-is-relaxing-on-the-bed.jpg,5
sad/56bf60d2a383eaea3e04c0d30252992e.jpg,5
sad/indoor-close-up-portrait-of-beauty-asian-indian-serene-young-woman-sitting-near-the-window.jpg,5
sad/e36aeimcqvo9pm2km1.jpg,5
sad/30aa2bdf92bc3001bfe3750ccad350492.jpg,5
sad/a-portrait-of-an-african-girl-with-a-sad-expression.jpg,5
sad/consoling-her-depressed-boyfriend.jpg,5
sad/happy-elder-watching-sunset.jpg,5
sad/dea429e76ef19736c8cec8318c526e0a.jpg,5
sad/21a376476773bb49d79de31fe8c52be6.jpg,5
sad/close-up-portrait-of-crying-little-toddler-girl-with-outdoors-background-child.jpg,5
sad/a-very-upset-woman-touching-her-hair.jpg,5
sad/close-up-portrait-of-serious-joyless-female.jpg,5
sad/depressed-man-praying-crying.jpg,5
sad/depressed-woman-by-the-window.jpg,5
sad/eh6fo5xazcnas1fxvw.jpg,5
sad/attitude-of-child.jpg,5
sad/close-up-worried-middle-aged-woman-deep-in-sad-thoughts.jpg,5
sad/ejg01p8jo4cvofip7t.jpg,5
sad/indoor-close-up-of-sad-asian-teenager-girl-sitting-near-window.jpg,5
sad/bearded-young-man.jpg,5
sad/discontent-biracial-lady-gesturing-face-palm-on-camera-against-yellow-background.jpg,5
sad/b746d80191e3e75971e02d2214a2499d3.jpg,5
sad/an-african-american-girl-in-her-mid-teens-stares-directly-at-the-camera-while-sitting-on-her.jpg,5
sad/d2d5cb4e2792daba9680d721e737f0ef4.jpg,5
sad/african-girl.jpg,5
sad/close-up-portrait-of-crying-young-afro-american-woman.jpg,5
